"Locatie";"Tagnaam";"Datum";"Tijd (Europe/Amsterdam)";"Waarde";"Valid flag"
"DYLP029A";"B1_mwf";"2017-02-08";"23:00:00";"988,73";""
"DYLP029A";"B1_mwf";"2017-02-09";"00:00:00";"988,3";""
"DYLP029A";"B1_mwf";"2017-02-09";"01:00:00";"987,4";""
"DYLP029A";"B1_mwf";"2017-02-09";"02:00:00";"986,7";""
"DYLP029A";"B1_mwf";"2017-02-09";"03:00:00";"986,8";""
"DYLP029A";"B1_mwf";"2017-02-09";"04:00:00";"985,48";""
"DYLP029A";"B1_mwf";"2017-02-09";"05:00:00";"984,65";""
"DYLP029A";"B1_mwf";"2017-02-09";"06:00:00";"984,5";""
"DYLP029A";"B1_mwf";"2017-02-09";"07:00:00";"984,55";""
"DYLP029A";"B1_mwf";"2017-02-09";"08:00:00";"984,5";""
"DYLP029A";"B1_mwf";"2017-02-09";"09:00:00";"983,53";""
"DYLP029A";"B1_mwf";"2017-02-09";"10:00:00";"983,53";""
"DYLP029A";"B1_mwf";"2017-02-09";"11:00:00";"984,15";""
"DYLP029A";"B1_mwf";"2017-02-09";"12:00:00";"985,15";""
"DYLP029A";"B1_mwf";"2017-02-09";"13:00:00";"986,6";""
"DYLP029A";"B1_mwf";"2017-02-09";"14:00:00";"988,33";""
"DYLP029A";"B1_mwf";"2017-02-09";"15:00:00";"989,65";""
"DYLP029A";"B1_mwf";"2017-02-09";"16:00:00";"990,58";""
"DYLP029A";"B1_mwf";"2017-02-09";"17:00:00";"990,48";""
"DYLP029A";"B1_mwf";"2017-02-09";"18:00:00";"988,43";""
"DYLP029A";"B1_mwf";"2017-02-09";"19:00:00";"984,85";""
"DYLP029A";"B1_mwf";"2017-02-09";"20:00:00";"983,63";""
"DYLP029A";"B1_mwf";"2017-02-09";"21:00:00";"982,93";""
"DYLP029A";"B1_mwf";"2017-02-09";"22:00:00";"981,7";""
"DYLP029A";"B1_mwf";"2017-02-09";"23:00:00";"979,45";""
"DYLP029A";"B1_mwf";"2017-02-10";"00:00:00";"977";""
"DYLP029A";"B1_mwf";"2017-02-10";"01:00:00";"974,98";""
"DYLP029A";"B1_mwf";"2017-02-10";"02:00:00";"973,13";""
"DYLP029A";"B1_mwf";"2017-02-10";"03:00:00";"971,7";""
"DYLP029A";"B1_mwf";"2017-02-10";"04:00:00";"970,68";""
"DYLP029A";"B1_mwf";"2017-02-10";"05:00:00";"968,95";""
"DYLP029A";"B1_mwf";"2017-02-10";"06:00:00";"967,23";""
"DYLP029A";"B1_mwf";"2017-02-10";"07:00:00";"966,8";""
"DYLP029A";"B1_mwf";"2017-02-10";"08:00:00";"966,1";""
"DYLP029A";"B1_mwf";"2017-02-10";"09:00:00";"967,93";""
"DYLP029A";"B1_mwf";"2017-02-10";"10:00:00";"970,48";""
"DYLP029A";"B1_mwf";"2017-02-10";"11:00:00";"974,35";""
"DYLP029A";"B1_mwf";"2017-02-10";"12:00:00";"977,73";""
"DYLP029A";"B1_mwf";"2017-02-10";"13:00:00";"979,55";""
"DYLP029A";"B1_mwf";"2017-02-10";"14:00:00";"981,4";""
"DYLP029A";"B1_mwf";"2017-02-10";"15:00:00";"983,23";""
"DYLP029A";"B1_mwf";"2017-02-10";"16:00:00";"983,43";""
"DYLP029A";"B1_mwf";"2017-02-10";"17:00:00";"982,83";""
"DYLP029A";"B1_mwf";"2017-02-10";"18:00:00";"981,18";""
"DYLP029A";"B1_mwf";"2017-02-10";"19:00:00";"980,8";""
"DYLP029A";"B1_mwf";"2017-02-10";"20:00:00";"979,45";""
"DYLP029A";"B1_mwf";"2017-02-10";"21:00:00";"979,5";""
"DYLP029A";"B1_mwf";"2017-02-10";"22:00:00";"978,75";""
"DYLP029A";"B1_mwf";"2017-02-10";"23:00:00";"978,53";""
"DYLP029A";"B1_mwf";"2017-02-11";"00:00:00";"978,33";""
"DYLP029A";"B1_mwf";"2017-02-11";"01:00:00";"978,3";""
"DYLP029A";"B1_mwf";"2017-02-11";"02:00:00";"977,83";""
"DYLP029A";"B1_mwf";"2017-02-11";"03:00:00";"977,73";""
"DYLP029A";"B1_mwf";"2017-02-11";"04:00:00";"977,2";""
"DYLP029A";"B1_mwf";"2017-02-11";"05:00:00";"977,3";""
"DYLP029A";"B1_mwf";"2017-02-11";"06:00:00";"977,3";""
"DYLP029A";"B1_mwf";"2017-02-11";"07:00:00";"977,3";""
"DYLP029A";"B1_mwf";"2017-02-11";"08:00:00";"977,4";""
"DYLP029A";"B1_mwf";"2017-02-11";"09:00:00";"977,83";""
"DYLP029A";"B1_mwf";"2017-02-11";"10:00:00";"978,95";""
"DYLP029A";"B1_mwf";"2017-02-11";"11:00:00";"980,18";""
"DYLP029A";"B1_mwf";"2017-02-11";"12:00:00";"981,9";""
"DYLP029A";"B1_mwf";"2017-02-11";"13:00:00";"984,25";""
"DYLP029A";"B1_mwf";"2017-02-11";"14:00:00";"985,48";""
"DYLP029A";"B1_mwf";"2017-02-11";"15:00:00";"986,28";""
"DYLP029A";"B1_mwf";"2017-02-11";"16:00:00";"985,28";""
"DYLP029A";"B1_mwf";"2017-02-11";"17:00:00";"984,55";""
"DYLP029A";"B1_mwf";"2017-02-11";"18:00:00";"984,5";""
"DYLP029A";"B1_mwf";"2017-02-11";"19:00:00";"983,63";""
"DYLP029A";"B1_mwf";"2017-02-11";"20:00:00";"983,53";""
"DYLP029A";"B1_mwf";"2017-02-11";"21:00:00";"983,23";""
"DYLP029A";"B1_mwf";"2017-02-11";"22:00:00";"982,83";""
"DYLP029A";"B1_mwf";"2017-02-11";"23:00:00";"982,5";""
"DYLP029A";"B1_mwf";"2017-02-12";"00:00:00";"982,4";""
"DYLP029A";"B1_mwf";"2017-02-12";"01:00:00";"982,5";""
"DYLP029A";"B1_mwf";"2017-02-12";"02:00:00";"982,63";""
"DYLP029A";"B1_mwf";"2017-02-12";"03:00:00";"982,83";""
"DYLP029A";"B1_mwf";"2017-02-12";"04:00:00";"983,3";""
"DYLP029A";"B1_mwf";"2017-02-12";"05:00:00";"983,3";""
"DYLP029A";"B1_mwf";"2017-02-12";"06:00:00";"983,13";""
"DYLP029A";"B1_mwf";"2017-02-12";"07:00:00";"982,93";""
"DYLP029A";"B1_mwf";"2017-02-12";"08:00:00";"981,9";""
"DYLP029A";"B1_mwf";"2017-02-12";"09:00:00";"982,3";""
"DYLP029A";"B1_mwf";"2017-02-12";"10:00:00";"983,95";""
"DYLP029A";"B1_mwf";"2017-02-12";"11:00:00";"986,5";""
"DYLP029A";"B1_mwf";"2017-02-12";"12:00:00";"989,25";""
"DYLP029A";"B1_mwf";"2017-02-12";"13:00:00";"994,65";""
"DYLP029A";"B1_mwf";"2017-02-12";"14:00:00";"1000,15";""
"DYLP029A";"B1_mwf";"2017-02-12";"15:00:00";"1003,73";""
"DYLP029A";"B1_mwf";"2017-02-12";"16:00:00";"1004,85";""
"DYLP029A";"B1_mwf";"2017-02-12";"17:00:00";"1004,75";""
"DYLP029A";"B1_mwf";"2017-02-12";"18:00:00";"999,55";""
"DYLP029A";"B1_mwf";"2017-02-12";"19:00:00";"994,85";""
"DYLP029A";"B1_mwf";"2017-02-12";"20:00:00";"991,18";""
"DYLP029A";"B1_mwf";"2017-02-12";"21:00:00";"988,53";""
"DYLP029A";"B1_mwf";"2017-02-12";"22:00:00";"985,98";""
"DYLP029A";"B1_mwf";"2017-02-12";"23:00:00";"985,15";""
"DYLP029A";"B1_mwf";"2017-02-13";"00:00:00";"983,73";""
"DYLP029A";"B1_mwf";"2017-02-13";"01:00:00";"982,93";""
"DYLP029A";"B1_mwf";"2017-02-13";"02:00:00";"980,98";""
"DYLP029A";"B1_mwf";"2017-02-13";"03:00:00";"980,8";""
"DYLP029A";"B1_mwf";"2017-02-13";"04:00:00";"978,13";""
"DYLP029A";"B1_mwf";"2017-02-13";"05:00:00";"976,5";""
"DYLP029A";"B1_mwf";"2017-02-13";"06:00:00";"976,3";""
"DYLP029A";"B1_mwf";"2017-02-13";"07:00:00";"976,6";""
"DYLP029A";"B1_mwf";"2017-02-13";"08:00:00";"975,38";""
"DYLP029A";"B1_mwf";"2017-02-13";"09:00:00";"975,18";""
"DYLP029A";"B1_mwf";"2017-02-13";"10:00:00";"980,58";""
"DYLP029A";"B1_mwf";"2017-02-13";"11:00:00";"990,15";""
"DYLP029A";"B1_mwf";"2017-02-13";"12:00:00";"1005,88";""
"DYLP029A";"B1_mwf";"2017-02-13";"13:00:00";"1021,15";""
"DYLP029A";"B1_mwf";"2017-02-13";"14:00:00";"1031,68";""
"DYLP029A";"B1_mwf";"2017-02-13";"15:00:00";"1035,13";""
"DYLP029A";"B1_mwf";"2017-02-13";"16:00:00";"1033,5";""
"DYLP029A";"B1_mwf";"2017-02-13";"17:00:00";"1025,3";""
"DYLP029A";"B1_mwf";"2017-02-13";"18:00:00";"1013,63";""
"DYLP029A";"B1_mwf";"2017-02-13";"19:00:00";"1003,83";""
"DYLP029A";"B1_mwf";"2017-02-13";"20:00:00";"997,4";""
"DYLP029A";"B1_mwf";"2017-02-13";"21:00:00";"992,9";""
"DYLP029A";"B1_mwf";"2017-02-13";"22:00:00";"987,1";""
"DYLP029A";"B1_mwf";"2017-02-13";"23:00:00";"981,6";""
"DYLP029A";"B1_mwf";"2017-02-14";"00:00:00";"977,63";""
"DYLP029A";"B1_mwf";"2017-02-14";"01:00:00";"976,8";""
"DYLP029A";"B1_mwf";"2017-02-14";"02:00:00";"975,68";""
"DYLP029A";"B1_mwf";"2017-02-14";"03:00:00";"973,53";""
"DYLP029A";"B1_mwf";"2017-02-14";"04:00:00";"971,5";""
"DYLP029A";"B1_mwf";"2017-02-14";"05:00:00";"969,88";""
"DYLP029A";"B1_mwf";"2017-02-14";"06:00:00";"968,45";""
"DYLP029A";"B1_mwf";"2017-02-14";"07:00:00";"967,63";""
"DYLP029A";"B1_mwf";"2017-02-14";"08:00:00";"966,8";""
"DYLP029A";"B1_mwf";"2017-02-14";"09:00:00";"967,93";""
"DYLP029A";"B1_mwf";"2017-02-14";"10:00:00";"974,75";""
"DYLP029A";"B1_mwf";"2017-02-14";"11:00:00";"989,35";""
"DYLP029A";"B1_mwf";"2017-02-14";"12:00:00";"1011,18";""
"DYLP029A";"B1_mwf";"2017-02-14";"13:00:00";"1033";""
"DYLP029A";"B1_mwf";"2017-02-14";"14:00:00";"1048,18";""
"DYLP029A";"B1_mwf";"2017-02-14";"15:00:00";"1055,43";""
"DYLP029A";"B1_mwf";"2017-02-14";"16:00:00";"1056,55";""
"DYLP029A";"B1_mwf";"2017-02-14";"17:00:00";"1048,6";""
"DYLP029A";"B1_mwf";"2017-02-14";"18:00:00";"1028,4";""
"DYLP029A";"B1_mwf";"2017-02-14";"20:00:00";"995,15";""
"DYLP029A";"B1_mwf";"2017-02-14";"21:00:00";"986,5";""
"DYLP029A";"B1_mwf";"2017-02-14";"22:00:00";"981,28";""
"DYLP029A";"B1_mwf";"2017-02-14";"23:00:00";"978,23";""
"DYLP029A";"B1_mwf";"2017-02-15";"00:00:00";"976,8";""
"DYLP029A";"B1_mwf";"2017-02-15";"01:00:00";"974,65";""
"DYLP029A";"B1_mwf";"2017-02-15";"02:00:00";"973,53";""
"DYLP029A";"B1_mwf";"2017-02-15";"03:00:00";"972,53";""
"DYLP029A";"B1_mwf";"2017-02-15";"04:00:00";"971,6";""
"DYLP029A";"B1_mwf";"2017-02-15";"05:00:00";"970,78";""
"DYLP029A";"B1_mwf";"2017-02-15";"06:00:00";"970,8";""
"DYLP029A";"B1_mwf";"2017-02-15";"07:00:00";"969,45";""
"DYLP029A";"B1_mwf";"2017-02-15";"08:00:00";"969,5";""
"DYLP029A";"B1_mwf";"2017-02-15";"09:00:00";"970,68";""
"DYLP029A";"B1_mwf";"2017-02-15";"10:00:00";"978,3";""
"DYLP029A";"B1_mwf";"2017-02-15";"11:00:00";"991,38";""
"DYLP029A";"B1_mwf";"2017-02-15";"12:00:00";"1019,83";""
"DYLP029A";"B1_mwf";"2017-02-15";"13:00:00";"1042,8";""
"DYLP029A";"B1_mwf";"2017-02-15";"14:00:00";"1048,8";""
"DYLP029A";"B1_mwf";"2017-02-15";"15:00:00";"1048,38";""
"DYLP029A";"B1_mwf";"2017-02-15";"16:00:00";"1046,55";""
"DYLP029A";"B1_mwf";"2017-02-15";"17:00:00";"1042,68";""
"DYLP029A";"B1_mwf";"2017-02-15";"18:00:00";"1033,7";""
"DYLP029A";"B1_mwf";"2017-02-15";"19:00:00";"1017,38";""
"DYLP029A";"B1_mwf";"2017-02-15";"20:00:00";"1004,95";""
"DYLP029A";"B1_mwf";"2017-02-15";"21:00:00";"995,68";""
"DYLP029A";"B1_mwf";"2017-02-15";"22:00:00";"991,28";""
"DYLP029A";"B1_mwf";"2017-02-15";"23:00:00";"991,58";""
"DYLP029A";"B1_mwf";"2017-02-16";"00:00:00";"991,8";""
"DYLP029A";"B1_mwf";"2017-02-16";"01:00:00";"991,48";""
"DYLP029A";"B1_mwf";"2017-02-16";"02:00:00";"989,55";""
"DYLP029A";"B1_mwf";"2017-02-16";"03:00:00";"987,5";""
"DYLP029A";"B1_mwf";"2017-02-16";"04:00:00";"983,53";""
"DYLP029A";"B1_mwf";"2017-02-16";"05:00:00";"979,45";""
"DYLP029A";"B1_mwf";"2017-02-16";"06:00:00";"977,4";""
"DYLP029A";"B1_mwf";"2017-02-16";"07:00:00";"976,2";""
"DYLP029A";"B1_mwf";"2017-02-16";"08:00:00";"975,58";""
"DYLP029A";"B1_mwf";"2017-02-16";"09:00:00";"977";""
"DYLP029A";"B1_mwf";"2017-02-16";"10:00:00";"982,1";""
"DYLP029A";"B1_mwf";"2017-02-16";"11:00:00";"992,4";""
"DYLP029A";"B1_mwf";"2017-02-16";"12:00:00";"1013,5";""
"DYLP029A";"B1_mwf";"2017-02-16";"13:00:00";"1035,13";""
"DYLP029A";"B1_mwf";"2017-02-16";"14:00:00";"1053,8";""
"DYLP029A";"B1_mwf";"2017-02-16";"15:00:00";"1053,58";""
"DYLP029A";"B1_mwf";"2017-02-16";"16:00:00";"1045,33";""
"DYLP029A";"B1_mwf";"2017-02-16";"17:00:00";"1037,58";""
"DYLP029A";"B1_mwf";"2017-02-16";"20:00:00";"997,9";""
"DYLP029A";"B1_mwf";"2017-02-16";"21:00:00";"989,65";""
"DYLP029A";"B1_mwf";"2017-02-16";"22:00:00";"986,6";""
"DYLP029A";"B1_mwf";"2017-02-16";"23:00:00";"985,58";""
"DYLP029A";"B1_mwf";"2017-02-17";"00:00:00";"985,38";""
"DYLP029A";"B1_mwf";"2017-02-17";"01:00:00";"985,68";""
"DYLP029A";"B1_mwf";"2017-02-17";"02:00:00";"984,45";""
"DYLP029A";"B1_mwf";"2017-02-17";"03:00:00";"984,85";""
"DYLP029A";"B1_mwf";"2017-02-17";"04:00:00";"986,5";""
"DYLP029A";"B1_mwf";"2017-02-17";"05:00:00";"984,5";""
"DYLP029A";"B1_mwf";"2017-02-17";"06:00:00";"985,78";""
"DYLP029A";"B1_mwf";"2017-02-17";"07:00:00";"990,68";""
"DYLP029A";"B1_mwf";"2017-02-17";"08:00:00";"991,48";""
"DYLP029A";"B1_mwf";"2017-02-17";"09:00:00";"996,18";""
"DYLP029A";"B1_mwf";"2017-02-17";"10:00:00";"1002,4";""
"DYLP029A";"B1_mwf";"2017-02-17";"11:00:00";"1007,8";""
"DYLP029A";"B1_mwf";"2017-02-17";"12:00:00";"1010,25";""
"DYLP029A";"B1_mwf";"2017-02-17";"13:00:00";"1011,48";""
"DYLP029A";"B1_mwf";"2017-02-17";"14:00:00";"1013,4";""
"DYLP029A";"B1_mwf";"2017-02-17";"15:00:00";"1014,43";""
"DYLP029A";"B1_mwf";"2017-02-17";"16:00:00";"1017,5";""
"DYLP029A";"B1_mwf";"2017-02-17";"17:00:00";"1018,83";""
"DYLP029A";"B1_mwf";"2017-02-17";"18:00:00";"1013,1";""
"DYLP029A";"B1_mwf";"2017-02-17";"19:00:00";"1003,53";""
"DYLP029A";"B1_mwf";"2017-02-17";"20:00:00";"998";""
"DYLP029A";"B1_mwf";"2017-02-17";"21:00:00";"996,18";""
"DYLP029A";"B1_mwf";"2017-02-17";"22:00:00";"995,45";""
"DYLP029A";"B1_mwf";"2017-02-17";"23:00:00";"995,5";""
"DYLP029A";"B1_mwf";"2017-02-18";"00:00:00";"994,35";""
"DYLP029A";"B1_mwf";"2017-02-18";"01:00:00";"991,8";""
"DYLP029A";"B1_mwf";"2017-02-18";"02:00:00";"988,53";""
"DYLP029A";"B1_mwf";"2017-02-18";"03:00:00";"987,4";""
"DYLP029A";"B1_mwf";"2017-02-18";"04:00:00";"987,83";""
"DYLP029A";"B1_mwf";"2017-02-18";"05:00:00";"988,93";""
"DYLP029A";"B1_mwf";"2017-02-18";"06:00:00";"989,45";""
"DYLP029A";"B1_mwf";"2017-02-18";"07:00:00";"989,85";""
"DYLP029A";"B1_mwf";"2017-02-18";"08:00:00";"989,85";""
"DYLP029A";"B1_mwf";"2017-02-18";"09:00:00";"990,78";""
"DYLP029A";"B1_mwf";"2017-02-18";"10:00:00";"995,78";""
"DYLP029A";"B1_mwf";"2017-02-18";"11:00:00";"1003,83";""
"DYLP029A";"B1_mwf";"2017-02-18";"12:00:00";"1020,3";""
"DYLP029A";"B1_mwf";"2017-02-18";"13:00:00";"1042,18";""
"DYLP029A";"B1_mwf";"2017-02-18";"14:00:00";"1054,2";""
"DYLP029A";"B1_mwf";"2017-02-18";"15:00:00";"1052,58";""
"DYLP029A";"B1_mwf";"2017-02-18";"16:00:00";"1050,13";""
"DYLP029A";"B1_mwf";"2017-02-18";"17:00:00";"1043,18";""
"DYLP029A";"B1_mwf";"2017-02-18";"18:00:00";"1024,72";""
"DYLP029A";"B1_mwf";"2017-02-18";"20:00:00";"992,5";""
"DYLP029A";"B1_mwf";"2017-02-18";"21:00:00";"983,95";""
"DYLP029A";"B1_mwf";"2017-02-18";"22:00:00";"978,63";""
"DYLP029A";"B1_mwf";"2017-02-18";"23:00:00";"975,18";""
"DYLP029A";"B1_mwf";"2017-02-19";"00:00:00";"972,73";""
"DYLP029A";"B1_mwf";"2017-02-19";"01:00:00";"971";""
"DYLP029A";"B1_mwf";"2017-02-19";"02:00:00";"969,35";""
"DYLP029A";"B1_mwf";"2017-02-19";"03:00:00";"968,13";""
"DYLP029A";"B1_mwf";"2017-02-19";"04:00:00";"966,9";""
"DYLP029A";"B1_mwf";"2017-02-19";"05:00:00";"966";""
"DYLP029A";"B1_mwf";"2017-02-19";"06:00:00";"965,38";""
"DYLP029A";"B1_mwf";"2017-02-19";"07:00:00";"965,68";""
"DYLP029A";"B1_mwf";"2017-02-19";"08:00:00";"965,58";""
"DYLP029A";"B1_mwf";"2017-02-19";"09:00:00";"968,95";""
"DYLP029A";"B1_mwf";"2017-02-19";"10:00:00";"979,65";""
"DYLP029A";"B1_mwf";"2017-02-19";"11:00:00";"993,63";""
"DYLP029A";"B1_mwf";"2017-02-19";"12:00:00";"1005,98";""
"DYLP029A";"B1_mwf";"2017-02-19";"13:00:00";"1015,15";""
"DYLP029A";"B1_mwf";"2017-02-19";"14:00:00";"1015,45";""
"DYLP029A";"B1_mwf";"2017-02-19";"15:00:00";"1017,7";""
"DYLP029A";"B1_mwf";"2017-02-19";"16:00:00";"1017,8";""
"DYLP029A";"B1_mwf";"2017-02-19";"17:00:00";"1017,18";""
"DYLP029A";"B1_mwf";"2017-02-19";"18:00:00";"1015,45";""
"DYLP029A";"B1_mwf";"2017-02-19";"19:00:00";"1011,58";""
"DYLP029A";"B1_mwf";"2017-02-19";"20:00:00";"1007,4";""
"DYLP029A";"B1_mwf";"2017-02-19";"21:00:00";"1003,93";""
"DYLP029A";"B1_mwf";"2017-02-19";"22:00:00";"1002,3";""
"DYLP029A";"B1_mwf";"2017-02-19";"23:00:00";"1003,43";""
"DYLP029A";"B1_mwf";"2017-02-20";"00:00:00";"1005,55";""
"DYLP029A";"B1_mwf";"2017-02-20";"01:00:00";"1006,28";""
"DYLP029A";"B1_mwf";"2017-02-20";"02:00:00";"1006,98";""
"DYLP029A";"B1_mwf";"2017-02-20";"03:00:00";"1007,2";""
"DYLP029A";"B1_mwf";"2017-02-20";"04:00:00";"1006,98";""
"DYLP029A";"B1_mwf";"2017-02-20";"05:00:00";"1007,4";""
"DYLP029A";"B1_mwf";"2017-02-20";"06:00:00";"1007,9";""
"DYLP029A";"B1_mwf";"2017-02-20";"07:00:00";"1008,4";""
"DYLP029A";"B1_mwf";"2017-02-20";"08:00:00";"1008,93";""
"DYLP029A";"B1_mwf";"2017-02-20";"09:00:00";"1010,5";""
"DYLP029A";"B1_mwf";"2017-02-20";"10:00:00";"1011,68";""
"DYLP029A";"B1_mwf";"2017-02-20";"11:00:00";"1013,4";""
"DYLP029A";"B1_mwf";"2017-02-20";"12:00:00";"1015,5";""
"DYLP029A";"B1_mwf";"2017-02-20";"13:00:00";"1016,78";""
"DYLP029A";"B1_mwf";"2017-02-20";"14:00:00";"1018,83";""
"DYLP029A";"B1_mwf";"2017-02-20";"15:00:00";"1021,78";""
"DYLP029A";"B1_mwf";"2017-02-20";"16:00:00";"1022,38";""
"DYLP029A";"B1_mwf";"2017-02-20";"17:00:00";"1021,88";""
"DYLP029A";"B1_mwf";"2017-02-20";"18:00:00";"1021,78";""
"DYLP029A";"B1_mwf";"2017-02-20";"19:00:00";"1022,8";""
"DYLP029A";"B1_mwf";"2017-02-20";"20:00:00";"1022,38";""
"DYLP029A";"B1_mwf";"2017-02-20";"21:00:00";"1022,18";""
"DYLP029A";"B1_mwf";"2017-02-20";"22:00:00";"1022,8";""
"DYLP029A";"B1_mwf";"2017-02-20";"23:00:00";"1021,68";""
"DYLP029A";"B1_mwf";"2017-02-21";"00:00:00";"1021,15";""
"DYLP029A";"B1_mwf";"2017-02-21";"01:00:00";"1020,25";""
"DYLP029A";"B1_mwf";"2017-02-21";"02:00:00";"1019,3";""
"DYLP029A";"B1_mwf";"2017-02-21";"03:00:00";"1018,3";""
"DYLP029A";"B1_mwf";"2017-02-21";"04:00:00";"1017,8";""
"DYLP029A";"B1_mwf";"2017-02-21";"05:00:00";"1018";""
"DYLP029A";"B1_mwf";"2017-02-21";"06:00:00";"1018";""
"DYLP029A";"B1_mwf";"2017-02-21";"07:00:00";"1018";""
"DYLP029A";"B1_mwf";"2017-02-21";"08:00:00";"1017,8";""
"DYLP029A";"B1_mwf";"2017-02-21";"09:00:00";"1018";""
"DYLP029A";"B1_mwf";"2017-02-21";"10:00:00";"1018,7";""
"DYLP029A";"B1_mwf";"2017-02-21";"11:00:00";"1019,73";""
"DYLP029A";"B1_mwf";"2017-02-21";"12:00:00";"1021,78";""
"DYLP029A";"B1_mwf";"2017-02-21";"13:00:00";"1023,9";""
"DYLP029A";"B1_mwf";"2017-02-21";"14:00:00";"1025,35";""
"DYLP029A";"B1_mwf";"2017-02-21";"15:00:00";"1025,75";""
"DYLP029A";"B1_mwf";"2017-02-21";"16:00:00";"1025,45";""
"DYLP029A";"B1_mwf";"2017-02-21";"17:00:00";"1023,9";""
"DYLP029A";"B1_mwf";"2017-02-21";"18:00:00";"1022,28";""
"DYLP029A";"B1_mwf";"2017-02-21";"19:00:00";"1020,65";""
"DYLP029A";"B1_mwf";"2017-02-21";"20:00:00";"1019,73";""
"DYLP029A";"B1_mwf";"2017-02-21";"21:00:00";"1019,13";""
"DYLP029A";"B1_mwf";"2017-02-21";"22:00:00";"1018,2";""
"DYLP029A";"B1_mwf";"2017-02-21";"23:00:00";"1017,7";""
"DYLP029A";"B1_mwf";"2017-02-22";"00:00:00";"1017,7";""
"DYLP029A";"B1_mwf";"2017-02-22";"01:00:00";"1018,3";""
"DYLP029A";"B1_mwf";"2017-02-22";"02:00:00";"1018,83";""
"DYLP029A";"B1_mwf";"2017-02-22";"03:00:00";"1019,3";""
"DYLP029A";"B1_mwf";"2017-02-22";"04:00:00";"1018,2";""
"DYLP029A";"B1_mwf";"2017-02-22";"05:00:00";"1016,48";""
"DYLP029A";"B1_mwf";"2017-02-22";"06:00:00";"1015,65";""
"DYLP029A";"B1_mwf";"2017-02-22";"07:00:00";"1016,15";""
"DYLP029A";"B1_mwf";"2017-02-22";"08:00:00";"1016,88";""
"DYLP029A";"B1_mwf";"2017-02-22";"09:00:00";"1018";""
"DYLP029A";"B1_mwf";"2017-02-22";"10:00:00";"1017,5";""
"DYLP029A";"B1_mwf";"2017-02-22";"11:00:00";"1017,6";""
"DYLP029A";"B1_mwf";"2017-02-22";"12:00:00";"1018,5";""
"DYLP029A";"B1_mwf";"2017-02-22";"13:00:00";"1020,15";""
"DYLP029A";"B1_mwf";"2017-02-22";"14:00:00";"1022,28";""
"DYLP029A";"B1_mwf";"2017-02-22";"15:00:00";"1023";""
"DYLP029A";"B1_mwf";"2017-02-22";"16:00:00";"1021,98";""
"DYLP029A";"B1_mwf";"2017-02-22";"17:00:00";"1021,15";""
"DYLP029A";"B1_mwf";"2017-02-22";"18:00:00";"1020,55";""
"DYLP029A";"B1_mwf";"2017-02-22";"19:00:00";"1018,7";""
"DYLP029A";"B1_mwf";"2017-02-22";"20:00:00";"1017,9";""
"DYLP029A";"B1_mwf";"2017-02-22";"21:00:00";"1017,8";""
"DYLP029A";"B1_mwf";"2017-02-22";"22:00:00";"1017,5";""
"DYLP029A";"B1_mwf";"2017-02-22";"23:00:00";"1017,18";""
"DYLP029A";"B1_mwf";"2017-02-23";"00:00:00";"1016,88";""
"DYLP029A";"B1_mwf";"2017-02-23";"01:00:00";"1016,78";""
"DYLP029A";"B1_mwf";"2017-02-23";"02:00:00";"1016,68";""
"DYLP029A";"B1_mwf";"2017-02-23";"03:00:00";"1016,28";""
"DYLP029A";"B1_mwf";"2017-02-23";"04:00:00";"1015,35";""
"DYLP029A";"B1_mwf";"2017-02-23";"05:00:00";"1014,13";""
"DYLP029A";"B1_mwf";"2017-02-23";"06:00:00";"1012,9";""
"DYLP029A";"B1_mwf";"2017-02-23";"07:00:00";"1012,28";""
"DYLP029A";"B1_mwf";"2017-02-23";"08:00:00";"1012,4";""
"DYLP029A";"B1_mwf";"2017-02-23";"09:00:00";"1012,6";""
"DYLP029A";"B1_mwf";"2017-02-23";"10:00:00";"1012,5";""
"DYLP029A";"B1_mwf";"2017-02-23";"11:00:00";"1013,2";""
"DYLP029A";"B1_mwf";"2017-02-23";"12:00:00";"1013,3";""
"DYLP029A";"B1_mwf";"2017-02-23";"13:00:00";"1013,83";""
"DYLP029A";"B1_mwf";"2017-02-23";"14:00:00";"1014,83";""
"DYLP029A";"B1_mwf";"2017-02-23";"15:00:00";"1025,45";""
"DYLP029A";"B1_mwf";"2017-02-23";"16:00:00";"1025,75";""
"DYLP029A";"B1_mwf";"2017-02-23";"17:00:00";"1023,6";""
"DYLP029A";"B1_mwf";"2017-02-23";"18:00:00";"1020,3";""
"DYLP029A";"B1_mwf";"2017-02-23";"19:00:00";"1017,18";""
"DYLP029A";"B1_mwf";"2017-02-23";"20:00:00";"1014,95";""
"DYLP029A";"B1_mwf";"2017-02-23";"21:00:00";"1013,2";""
"DYLP029A";"B1_mwf";"2017-02-23";"22:00:00";"1009,85";""
"DYLP029A";"B1_mwf";"2017-02-23";"23:00:00";"1008,93";""
"DYLP029A";"B1_mwf";"2017-02-24";"00:00:00";"1004,23";""
"DYLP029A";"B1_mwf";"2017-02-24";"01:00:00";"1001,38";""
"DYLP029A";"B1_mwf";"2017-02-24";"02:00:00";"1000,25";""
"DYLP029A";"B1_mwf";"2017-02-24";"03:00:00";"997,7";""
"DYLP029A";"B1_mwf";"2017-02-24";"04:00:00";"997,6";""
"DYLP029A";"B1_mwf";"2017-02-24";"05:00:00";"995,45";""
